Term	Genes	P.value	Adjusted.P.value
mRNA metabolic process (GO:0016071)	ERN1	0.48773635506340224	0.5895714182085081
protein maturation (GO:0051604)	LMF2	0.49491709640151454	0.5945181969253762
calcium ion homeostasis (GO:0055074)	SLC8A3	0.49491709640151454	0.5945181969253762
double-strand break repair via homologous recombination (GO:0000724)	GINS2	0.49491709640151454	0.5945181969253762
positive regulation of cold-induced thermogenesis (GO:0120162)	PRKAB2	0.49491709640151454	0.5945181969253762
negative regulation of transcription, DNA-templated (GO:0045892)	MBTD1;HDAC4;ARID4A;WWP1;MDM4;NR2C2;CLOCK	0.4975041249178054	0.5959966190647659
antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886)	SPTBN2	0.49846989958144056	0.5959966190647659
regulation of peptidyl-serine phosphorylation (GO:0033135)	OPRD1	0.49846989958144056	0.5959966190647659
positive regulation of stress-activated MAPK cascade (GO:0032874)	MTURN	0.5019978891504794	0.5992843017765412
antigen processing and presentation of peptide antigen via MHC class II (GO:0002495)	SPTBN2	0.5055012372413341	0.601601163332036
regulation of transforming growth factor beta receptor signaling pathway (GO:0017015)	LDLRAD4	0.5055012372413341	0.601601163332036
membrane organization (GO:0061024)	ARRB1;CBL	0.5069538344962862	0.6023988465465129
protein O-linked glycosylation (GO:0006493)	TET3	0.5124346910952726	0.6061055486073117
regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032434)	RNF19A	0.5124346910952726	0.6061055486073117
intrinsic apoptotic signaling pathway (GO:0097193)	ERN1	0.5124346910952726	0.6061055486073117
antigen processing and presentation of exogenous peptide antigen (GO:0002478)	SPTBN2	0.515865135191815	0.608294263549307
cellular response to organonitrogen compound (GO:0071417)	GABRB2	0.515865135191815	0.608294263549307
cellular metal ion homeostasis (GO:0006875)	SLC8A3	0.5192716142409801	0.6095108886670041
regulation of insulin secretion (GO:0050796)	CLOCK	0.5192716142409801	0.6095108886670041
mRNA transport (GO:0051028)	KIF5C	0.5192716142409801	0.6095108886670041
activation of GTPase activity (GO:0090630)	SIPA1L2	0.5226542945425956	0.611463640201183
regulation of JNK cascade (GO:0046328)	MTURN	0.5226542945425956	0.611463640201183
cellular response to peptide hormone stimulus (GO:0071375)	ADCY9	0.5260133410282987	0.611463640201183
chromosome organization (GO:0051276)	MTHFR	0.5260133410282987	0.611463640201183
peptidyl-lysine modification (GO:0018205)	HDAC4	0.5260133410282987	0.611463640201183
regulation of phosphatidylinositol 3-kinase signaling (GO:0014066)	CBL	0.5260133410282987	0.611463640201183
RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)	RNPC3;SF3B1	0.5264940174719277	0.611463640201183
positive regulation of phosphorylation (GO:0042327)	LIMCH1;ARRB1	0.5307655374421701	0.6154961804675768
negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090101)	LDLRAD4	0.5326611875479199	0.6167655855818021
regulation of interleukin-6 production (GO:0032675)	ARRB1	0.5392164518812955	0.622483760042875
response to endoplasmic reticulum stress (GO:0034976)	ERN1	0.5392164518812955	0.622483760042875
positive regulation of cell differentiation (GO:0045597)	SPAG9;HIF1AN	0.541330356203379	0.6239885842464099
cellular divalent inorganic cation homeostasis (GO:0072503)	SLC8A3	0.5424597664357131	0.6243557849857984
regulation of cell migration (GO:0030334)	SPAG9;LIMCH1;LDLRAD4	0.5465516626773008	0.6281265377037636
activation of protein kinase activity (GO:0032147)	ADCY9	0.5520543370305138	0.6322373363295601
cellular response to transforming growth factor beta stimulus (GO:0071560)	CBL	0.5520543370305138	0.6322373363295601
calcium ion transport (GO:0006816)	SLC8A3	0.5552079236027212	0.6322373363295601
cellular amide metabolic process (GO:0043603)	MTHFR	0.5552079236027212	0.6322373363295601
positive regulation of protein metabolic process (GO:0051247)	WWP1	0.5552079236027212	0.6322373363295601
regulation of protein phosphorylation (GO:0001932)	LIMCH1;ARRB1	0.5578921756207056	0.6322373363295601
cytosolic transport (GO:0016482)	SPAG9	0.5583394658494817	0.6322373363295601
regulation of protein-containing complex assembly (GO:0043254)	OPRD1	0.5583394658494817	0.6322373363295601
ion transport (GO:0006811)	SLC8A3	0.5583394658494817	0.6322373363295601
sphingolipid metabolic process (GO:0006665)	PPM1L	0.5583394658494817	0.6322373363295601
negative regulation of signal transduction (GO:0009968)	ARRB1;HIF1AN	0.5599325978689399	0.6331102795287572
cytoskeleton organization (GO:0007010)	ZMYM3	0.5706482371416394	0.6442802677405607
mRNA splicing, via spliceosome (GO:0000398)	RNPC3;SF3B1	0.5740289006780229	0.6471482482021635
regulation of mRNA catabolic process (GO:0061013)	PUM2	0.5766742856471251	0.6491801168834596
regulation of anatomical structure morphogenesis (GO:0022603)	ZMYM3	0.5796557438147265	0.6515838288136342
fatty acid metabolic process (GO:0006631)	FASN	0.5826163525226479	0.6539571303825639
regulation of protein secretion (GO:0050708)	CLOCK	0.5855562566762119	0.6563003167986655
regulation of transcription by RNA polymerase II (GO:0006357)	HDAC4;CCNT2;KDM3B;KMT2A;MGA;ARID4A;ARRB1;TCF20;NR2C2;ARID1B;RFX7;AGO1;TET3;MDM4;CLOCK	0.5877964316860357	0.6567046550630193
circulatory system development (GO:0072359)	SH3PXD2B	0.5884755999915368	0.6567046550630193
synapse organization (GO:0050808)	SLC8A3	0.5884755999915368	0.6567046550630193
DNA-dependent DNA replication (GO:0006261)	GINS2	0.5971116875071725	0.6653777125622616
Golgi organization (GO:0007030)	ATP8B2	0.5999502052479314	0.6675746503481318
cellular response to metal ion (GO:0071248)	KCNA1	0.6027688662081692	0.6697431846757436
regulation of cell adhesion (GO:0030155)	ADAM22	0.6083471684441114	0.6739961434560658
transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178)	CBL	0.6083471684441114	0.6739961434560658
protein localization to plasma membrane (GO:0072659)	SLC9A3R2	0.6165691129209869	0.6791963046482974
negative regulation of inflammatory response to antigenic stimulus (GO:0002862)	ADCY9	0.6165691129209869	0.6791963046482974
cellular calcium ion homeostasis (GO:0006874)	SLC8A3	0.6165691129209869	0.6791963046482974
ribonucleoprotein complex assembly (GO:0022618)	SF3B1	0.6165691129209869	0.6791963046482974
regulation of inflammatory response to antigenic stimulus (GO:0002861)	ADCY9	0.6192714963196077	0.6808770299949454
DNA repair (GO:0006281)	HERC2;EYA3	0.6198633740603333	0.6808770299949454
positive regulation of response to external stimulus (GO:0032103)	PUM2	0.6246196610917834	0.6851241296875686
neuron projection morphogenesis (GO:0048812)	FLRT1	0.627265704337121	0.6860718641187261
transcription initiation from RNA polymerase II promoter (GO:0006367)	NR2C2	0.627265704337121	0.6860718641187261
Ras protein signal transduction (GO:0007265)	GNA13	0.6325023605752406	0.6897345375907079
protein localization to organelle (GO:0033365)	TUB	0.6325023605752406	0.6897345375907079
receptor-mediated endocytosis (GO:0006898)	VLDLR	0.6350932300672881	0.6897345375907079
nitrogen compound transport (GO:0071705)	SLC7A5	0.6350932300672881	0.6897345375907079
monocarboxylic acid metabolic process (GO:0032787)	FASN	0.6350932300672881	0.6897345375907079
positive regulation of cellular process (GO:0048522)	HDAC4;TUB;GAREM1;FASN	0.6408555929010132	0.6950124035687045
regulation of mRNA stability (GO:0043488)	PUM2	0.642757524441871	0.6960946467232639
regulation of cytokine production (GO:0001817)	ASB1	0.6527284998446612	0.7049101611225654
cellular response to organic cyclic compound (GO:0071407)	GABRB2	0.6527284998446612	0.7049101611225654
negative regulation of protein phosphorylation (GO:0001933)	LDLRAD4	0.6576098691906599	0.7088134000799537
transcription by RNA polymerase II (GO:0006366)	CCNT2;NR2C2	0.6584890697713158	0.7088134000799537
positive regulation of gene expression (GO:0010628)	ERN1;AGO1;SF3B1	0.6594183006679415	0.7088134000799537
dephosphorylation (GO:0016311)	PPM1L	0.6600249452692556	0.7088134000799537
positive regulation of NF-kappaB transcription factor activity (GO:0051092)	CLOCK	0.6648044725087627	0.71295187163196
cellular response to starvation (GO:0009267)	SIK2	0.6718489529732262	0.7185051302630335
organonitrogen compound biosynthetic process (GO:1901566)	PPM1L	0.6718489529732262	0.7185051302630335
heart development (GO:0007507)	SH3PXD2B	0.68549992290808	0.7320872963096
DNA-templated transcription, initiation (GO:0006352)	NR2C2	0.694285793193064	0.7404432974496666
peptidyl-serine modification (GO:0018209)	CAMK1G	0.6964439111002003	0.7417175816696463
positive regulation of multicellular organismal process (GO:0051240)	PRKAB2;NR2C2	0.6985297857736361	0.7429115124940604
nuclear-transcribed mRNA catabolic process (GO:0000956)	AGO1	0.7007148718285032	0.7431824398181095
positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123)	CANT1	0.7007148718285032	0.7431824398181095
cellular response to DNA damage stimulus (GO:0006974)	HERC2;RNF169	0.7060592174100659	0.7478206291688456
mitochondrion organization (GO:0007005)	TRAK2	0.7090786153648152	0.7499869970204777
negative regulation of immune response (GO:0050777)	ADCY9	0.7151987485317098	0.7554225464601051
regulation of immune response (GO:0050776)	PIANP	0.7172102496791465	0.7565094414423874
endoplasmic reticulum to Golgi vesicle-mediated transport (GO:0006888)	SPTBN2	0.7289864400789324	0.7678790134894364
positive regulation of intracellular signal transduction (GO:1902533)	CANT1;CBL;PUM2	0.7396764859204275	0.7780749920201218
negative regulation of intracellular signal transduction (GO:1902532)	OTUD3	0.7528573407442802	0.790157099318228
positive regulation of macromolecule metabolic process (GO:0010604)	AGO1;ARRB1	0.7532146894799732	0.790157099318228
endomembrane system organization (GO:0010256)	ATP8B2	0.7546046270712726	0.7905381807413333
regulation of angiogenesis (GO:0045765)	AGO1	0.7614719671795476	0.7966486613155593
regulation of protein kinase B signaling (GO:0051896)	OTUD3	0.7681484590487231	0.8025431661703076
negative regulation of inflammatory response (GO:0050728)	ADCY9	0.7762337033527028	0.8098915333083756
transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)	FLRT1;CBL	0.7778214889596409	0.8104499952624133
positive regulation of GTPase activity (GO:0043547)	SIPA1L2	0.779388851147206	0.8109856964639847
positive regulation of cell motility (GO:2000147)	SPAG9	0.79008799753697	0.8210091202475936
regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122)	CANT1	0.7945141169740746	0.824495781765549
organelle assembly (GO:0070925)	SH3PXD2B;VPS37A	0.8013397214159327	0.8304597382103206
inflammatory response (GO:0006954)	HDAC4	0.8030902557820059	0.8311552378389039
cytokine-mediated signaling pathway (GO:0019221)	OPRD1;ADAR;CBL	0.8139701481907563	0.8412845826938019
positive regulation of signal transduction (GO:0009967)	ERN1	0.83160411821202	0.8583581381008786
positive regulation of cell population proliferation (GO:0008284)	HDAC4;GAREM1	0.8478681281758738	0.8739738402883839
positive regulation of cell migration (GO:0030335)	SPAG9	0.8507948834526069	0.8758182623776835
cellular response to cytokine stimulus (GO:0071345)	OPRD1;CBL	0.8544572713402777	0.878414017265706
negative regulation of transcription by RNA polymerase II (GO:0000122)	HDAC4;MDM4;NR2C2	0.8618322622100875	0.8848144558690231
positive regulation of programmed cell death (GO:0043068)	GNA13	0.8678124347428955	0.8895457346907202
proteolysis (GO:0006508)	DPP8	0.8687511590745733	0.8895457346907202
regulation of cell cycle (GO:0051726)	ERN1	0.8769073100498397	0.8967046862395439
extracellular matrix organization (GO:0030198)	SH3PXD2B	0.8803687827765059	0.8990503484587659
innate immune response (GO:0045087)	ADAR	0.8820631002633831	0.8992513267450126
MAPK cascade (GO:0000165)	SPTBN2	0.882901302622376	0.8992513267450126
positive regulation of apoptotic process (GO:0043065)	GNA13	0.8886053963357146	0.9038654625871866
cellular macromolecule biosynthetic process (GO:0034645)	BAZ2A	0.8917401063872763	0.9058573640081831
positive regulation of cytokine production (GO:0001819)	SLC7A5	0.9068153666549009	0.9188500573446592
regulation of cell population proliferation (GO:0042127)	HDAC4;GAREM1;MDM4	0.9069169397168065	0.9188500573446592
negative regulation of cellular process (GO:0048523)	ADAM22;MDM4	0.9095350254253682	0.9202916814422255
post-translational protein modification (GO:0043687)	ASB1	0.9132421548657655	0.9228299990113379
supramolecular fiber organization (GO:0097435)	KLHL24	0.9168849153300566	0.9252967035440938
negative regulation of cell population proliferation (GO:0008285)	MDM4	0.9319748156221122	0.9390397570075164
negative regulation of programmed cell death (GO:0043069)	CBL	0.9329420962477274	0.9390397570075164
neutrophil degranulation (GO:0043312)	CANT1	0.9672920298616317	0.968899428161075
negative regulation of apoptotic process (GO:0043066)	CBL	0.9682203795177484	0.968899428161075
neutrophil activation involved in immune response (GO:0002283)	CANT1	0.9682203795177484	0.968899428161075
regulation of apoptotic process (GO:0042981)	GNA13;CBL	0.9682565100397432	0.968899428161075
neutrophil mediated immunity (GO:0002446)	CANT1	0.968899428161075	0.968899428161075
ubiquitin protein ligase activity (GO:0061630)	HERC2;RNF19A;UBE4A;WWP1;MDM4;CBL;ASB1	4.1301025330476074e-4	0.08714516344730451
ubiquitin-like protein ligase activity (GO:0061659)	HERC2;RNF19A;WWP1;MDM4;CBL;ASB1	0.0020009791644659313	0.2061625343026277
protein serine/threonine kinase activity (GO:0004674)	ERN1;MAP3K2;PRKAB2;CCNT2;MAP3K9;SIK2;CDC42BPA;CAMK1G	0.004438627996112704	0.2061625343026277
core promoter binding (GO:0001047)	HDAC4;KMT2A;AGO1;CLOCK	0.00482013107372172	0.2061625343026277
transcription regulatory region DNA binding (GO:0044212)	HDAC4;KDM3B;KMT2A;AGO1;ARID4A;ARRB1;TCF20;CLOCK	0.004885368111436675	0.2061625343026277
lysine-acetylated histone binding (GO:0070577)	KMT2A;BAZ2A	0.006916402453867422	0.2084801311094323
acetylation-dependent protein binding (GO:0140033)	KMT2A;BAZ2A	0.006916402453867422	0.2084801311094323
ubiquitin-protein transferase activity (GO:0004842)	HERC2;RNF19A;WWP1;KLHL34;MDM4;KLHL24;CBL;ASB1	0.009173350717556683	0.2419471251755575
miRNA binding (GO:0035198)	AGO1;PUM2	0.012139621936859022	0.27715422777848714
metal ion transmembrane transporter activity (GO:0046873)	KCNA1;NIPA1	0.013135271458696071	0.27715422777848714
Hsp70 protein binding (GO:0030544)	ERN1;SACS	0.01522900972799713	0.2921200956915813
delayed rectifier potassium channel activity (GO:0005251)	KCNA1;KCNQ2	0.01745588055799187	0.3069325664780237
oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors (GO:0016706)	TET3;HIF1AN	0.019811816927205333	0.3135734972286627
regulatory region DNA binding (GO:0000975)	HDAC4;KMT2A;ARID4A;ARRB1;TCF20	0.020805824460669562	0.3135734972286627
snRNA binding (GO:0017069)	CCNT2;RNPC3	0.026240402742294628	0.33991034608035675
histone deacetylase activity (GO:0004407)	HDAC4;ARID4A	0.03190594495055221	0.33991034608035675
protein deacetylase activity (GO:0033558)	HDAC4;ARID4A	0.034902814677942325	0.33991034608035675
7SK snRNA binding (GO:0097322)	CCNT2	0.04127667689935802	0.33991034608035675
retinol binding (GO:0019841)	ARID4A	0.04127667689935802	0.33991034608035675
calcium:sodium antiporter activity (GO:0005432)	SLC8A3	0.04127667689935802	0.33991034608035675
alpha-N-acetylneuraminate alpha-2,8-sialyltransferase activity (GO:0003828)	ST8SIA1	0.04127667689935802	0.33991034608035675
JUN kinase binding (GO:0008432)	SPAG9	0.04127667689935802	0.33991034608035675
protein carboxyl O-methyltransferase activity (GO:0051998)	PCMTD1	0.04127667689935802	0.33991034608035675
AT DNA binding (GO:0003680)	KMT2A	0.04798973670836404	0.33991034608035675
protein-glutamic acid ligase activity (GO:0070739)	TTLL7	0.04798973670836404	0.33991034608035675
opioid receptor activity (GO:0004985)	OPRD1	0.04798973670836404	0.33991034608035675
tubulin-glutamic acid ligase activity (GO:0070740)	TTLL7	0.04798973670836404	0.33991034608035675
mannosyl-oligosaccharide 1,2-alpha-mannosidase activity (GO:0004571)	USF3	0.054656125906441574	0.33991034608035675
RNA polymerase I CORE element sequence-specific DNA binding (GO:0001164)	BAZ2A	0.054656125906441574	0.33991034608035675
dipeptidyl-peptidase activity (GO:0008239)	DPP8	0.054656125906441574	0.33991034608035675
RNA polymerase I regulatory region sequence-specific DNA binding (GO:0001163)	BAZ2A	0.054656125906441574	0.33991034608035675
iron ion binding (GO:0005506)	TET3;HIF1AN	0.05496345002789821	0.33991034608035675
magnesium ion binding (GO:0000287)	ERN1;SIK2;CDC42BPA	0.059845864308153966	0.33991034608035675
GABA receptor binding (GO:0050811)	TRAK2	0.06127616634057289	0.33991034608035675
superoxide-generating NADPH oxidase activator activity (GO:0016176)	SH3PXD2B	0.06127616634057289	0.33991034608035675
zinc ion binding (GO:0008270)	HDAC4;KMT2A;MYCBP2;MDM4;HIF1AN	0.06141744138409023	0.33991034608035675
transition metal ion binding (GO:0046914)	HDAC4;KMT2A;MYCBP2;TET3;MDM4;HIF1AN	0.06190425868020796	0.33991034608035675
microtubule motor activity (GO:0003777)	KIF5C;KIF21B	0.0661847397731125	0.33991034608035675
phosphatidylinositol-5-phosphate binding (GO:0010314)	SH3PXD2B	0.06785017773889719	0.33991034608035675
mannosyl-oligosaccharide mannosidase activity (GO:0015924)	USF3	0.06785017773889719	0.33991034608035675
fatty acid synthase activity (GO:0004312)	FASN	0.06785017773889719	0.33991034608035675
magnesium ion transmembrane transporter activity (GO:0015095)	NIPA1	0.06785017773889719	0.33991034608035675
protein kinase activity (GO:0004672)	ERN1;MAP3K2;CCNT2;MAP3K9;SIK2;CDC42BPA;CAMK1G	0.06927082882206323	0.33991034608035675
calcium:cation antiporter activity (GO:0015368)	SLC8A3	0.08086138167246056	0.342523352919442
transcriptional repressor activity, RNA polymerase II activating transcription factor binding (GO:0098811)	CLOCK	0.08086138167246056	0.342523352919442
SUMO binding (GO:0032183)	HERC2	0.08086138167246056	0.342523352919442
potassium ion binding (GO:0030955)	HDAC4	0.08086138167246056	0.342523352919442
low-density lipoprotein receptor activity (GO:0005041)	VLDLR	0.0872992029804689	0.342523352919442
platelet-derived growth factor receptor binding (GO:0005161)	ERN1	0.0872992029804689	0.342523352919442
nucleoside-diphosphatase activity (GO:0017110)	CANT1	0.0872992029804689	0.342523352919442
histone demethylase activity (H3-K9 specific) (GO:0032454)	KDM3B	0.0872992029804689	0.342523352919442
ubiquitin-ubiquitin ligase activity (GO:0034450)	UBE4A	0.0872992029804689	0.342523352919442
3'-5' DNA helicase activity (GO:0043138)	GINS2	0.0872992029804689	0.342523352919442
core promoter sequence-specific DNA binding (GO:0001046)	KMT2A;BAZ2A	0.09274949035628788	0.342523352919442
transcription coactivator binding (GO:0001223)	CCNT2	0.09369225280452934	0.342523352919442
heparan sulfate sulfotransferase activity (GO:0034483)	HS6ST3	0.09369225280452934	0.342523352919442
ubiquitin-like protein-specific protease activity (GO:0019783)	ATXN7;OTUD3	0.09490481563565882	0.342523352919442
hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides (GO:0016811)	HDAC4;ARID4A	0.09707453453596428	0.342523352919442
insulin-like growth factor receptor binding (GO:0005159)	ARRB1	0.1000408402258	0.342523352919442
lipoprotein particle receptor activity (GO:0030228)	VLDLR	0.1000408402258	0.342523352919442
histone methyltransferase activity (H3-K4 specific) (GO:0042800)	KMT2A	0.1063452722007835	0.342523352919442
alkali metal ion binding (GO:0031420)	HDAC4	0.1063452722007835	0.342523352919442
Notch binding (GO:0005112)	HIF1AN	0.1126058536126832	0.342523352919442
ligand-dependent nuclear receptor binding (GO:0016922)	BAZ2A	0.1126058536126832	0.342523352919442
monovalent inorganic cation transmembrane transporter activity (GO:0015077)	KCNA1	0.1126058536126832	0.342523352919442
G-protein beta/gamma-subunit complex binding (GO:0031683)	GNA13	0.1126058536126832	0.342523352919442
antiporter activity (GO:0015297)	SLC7A5	0.1126058536126832	0.342523352919442
ankyrin binding (GO:0030506)	KCNQ2	0.11882288723970202	0.342523352919442
oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor (GO:0016646)	MTHFR	0.11882288723970202	0.342523352919442
motor activity (GO:0003774)	KIF5C;KIF21B	0.11949829997561637	0.342523352919442
voltage-gated potassium channel activity (GO:0005249)	KCNA1;KCNQ2	0.11949829997561637	0.342523352919442
neuropeptide binding (GO:0042923)	OPRD1	0.12499667381420397	0.342523352919442
RNA polymerase binding (GO:0070063)	CCNT2	0.12499667381420397	0.342523352919442
GABA-A receptor activity (GO:0004890)	GABRB2	0.12499667381420397	0.342523352919442
R-SMAD binding (GO:0070412)	LDLRAD4	0.12499667381420397	0.342523352919442
spectrin binding (GO:0030507)	ADD2	0.12499667381420397	0.342523352919442
ephrin receptor binding (GO:0046875)	CBL	0.12499667381420397	0.342523352919442
phospholipid-translocating ATPase activity (GO:0004012)	ATP8B2	0.13112751196800282	0.34467276608972935
proteasome binding (GO:0070628)	SACS	0.13112751196800282	0.34467276608972935
K63-linked polyubiquitin modification-dependent protein binding (GO:0070530)	RNF169	0.13112751196800282	0.34467276608972935
thiol-dependent ubiquitinyl hydrolase activity (GO:0036459)	ATXN7;OTUD3	0.13588101559117066	0.34467276608972935
sialyltransferase activity (GO:0008373)	ST8SIA1	0.13721569834851785	0.34467276608972935
GABA receptor activity (GO:0016917)	GABRB2	0.13721569834851785	0.34467276608972935
phosphatidylinositol-3,5-bisphosphate binding (GO:0080025)	SH3PXD2B	0.13721569834851785	0.34467276608972935
sequence-specific DNA binding (GO:0043565)	HDAC4;KMT2A;FOXN2;NR2C2;CLOCK	0.14326091228954999	0.3447679643671898
phosphatidylinositol-4-phosphate binding (GO:0070273)	SH3PXD2B	0.1432615275311786	0.3447679643671898
ADP binding (GO:0043531)	ERN1	0.1492652920740199	0.3447679643671898
disordered domain specific binding (GO:0097718)	KCNA1	0.1492652920740199	0.3447679643671898
endoribonuclease activity (GO:0004521)	ERN1	0.1492652920740199	0.3447679643671898
phosphatidylinositol binding (GO:0035091)	TUB;SH3PXD2B	0.15516626851096557	0.3447679643671898
potassium channel activity (GO:0005267)	KCNA1;KCNQ2	0.15516626851096557	0.3447679643671898
voltage-gated cation channel activity (GO:0022843)	KCNA1;KCNQ2	0.15516626851096557	0.3447679643671898
retinoid binding (GO:0005501)	ARID4A	0.15522728253499068	0.3447679643671898
NF-kappaB binding (GO:0051059)	HIF1AN	0.15522728253499068	0.3447679643671898
neutral amino acid transmembrane transporter activity (GO:0015175)	SLC7A5	0.15522728253499068	0.3447679643671898
transcription cofactor binding (GO:0001221)	CCNT2	0.16114778751609565	0.3507174751901269
RNA polymerase II core binding (GO:0000993)	AGO1	0.1670270935971572	0.3507174751901269
SH2 domain binding (GO:0042169)	SH3PXD2B	0.1670270935971572	0.3507174751901269
alpha-tubulin binding (GO:0043014)	TTLL7	0.1670270935971572	0.3507174751901269
protein kinase regulator activity (GO:0019887)	CCNT2;FLRT1	0.1724420194594376	0.3507174751901269
basal RNA polymerase II transcription machinery binding (GO:0001099)	AGO1	0.17286548540176871	0.3507174751901269
beta-tubulin binding (GO:0048487)	TTLL7	0.17286548540176871	0.3507174751901269
cyclin-dependent protein serine/threonine kinase regulator activity (GO:0016538)	CCNT2	0.17286548540176871	0.3507174751901269
calmodulin-dependent protein kinase activity (GO:0004683)	CAMK1G	0.17286548540176871	0.3507174751901269
cadherin binding (GO:0045296)	SLC9A3R2;FASN;CBL;SPTBN2	0.1770488852532394	0.3556409889132725
kinesin binding (GO:0019894)	SPAG9	0.17866324561519853	0.3556409889132725
ubiquitin conjugating enzyme binding (GO:0031624)	RNF19A	0.18442065498242222	0.36137201741417324
sequence-specific double-stranded DNA binding (GO:1990837)	KDM3B;KMT2A	0.1849676676811882	0.36137201741417324
pre-mRNA binding (GO:0036002)	RNPC3	0.19013799233428016	0.36471923984121013
Hsp90 protein binding (GO:0051879)	ERN1	0.19013799233428016	0.36471923984121013
phosphatidylinositol-3-phosphate binding (GO:0032266)	SH3PXD2B	0.19581553454919778	0.36890248026679223
ATP-dependent microtubule motor activity, plus-end-directed (GO:0008574)	KIF5C	0.19581553454919778	0.36890248026679223
aminopeptidase activity (GO:0004177)	DPP8	0.2126121311159233	0.3867341350470674
carboxylic acid binding (GO:0031406)	HIF1AN	0.2126121311159233	0.3867341350470674
RNA polymerase core enzyme binding (GO:0043175)	AGO1	0.2126121311159233	0.3867341350470674
E-box binding (GO:0070888)	CLOCK	0.2126121311159233	0.3867341350470674
ubiquitin-like protein conjugating enzyme binding (GO:0044390)	RNF19A	0.2181332241144601	0.3933855580183853
divalent inorganic cation transmembrane transporter activity (GO:0072509)	NIPA1	0.2344669311015277	0.41479807833912297
potassium ion transmembrane transporter activity (GO:0015079)	KCNA1	0.2344669311015277	0.41479807833912297
G-protein coupled receptor binding (GO:0001664)	GNA13;ARRB1	0.2386919954833755	0.41479807833912297
receptor tyrosine kinase binding (GO:0030971)	CBL	0.2398358557221469	0.41479807833912297
peptide-lysine-N-acetyltransferase activity (GO:0061733)	CLOCK	0.2398358557221469	0.41479807833912297
DNA helicase activity (GO:0003678)	GINS2	0.24516739343862784	0.41937064457534445
phosphoprotein phosphatase activity (GO:0004721)	PPM1L;EYA3	0.24645478638551047	0.41937064457534445
histone-lysine N-methyltransferase activity (GO:0018024)	KMT2A	0.2504618027261238	0.41942412996200096
histone acetyltransferase activity (GO:0004402)	CLOCK	0.2504618027261238	0.41942412996200096
polyubiquitin modification-dependent protein binding (GO:0031593)	RNF169	0.26094026107465756	0.43308019388228763
tubulin binding (GO:0015631)	TTLL7;KIF5C;KIF21B	0.2647741469706877	0.43308019388228763
ATP binding (GO:0005524)	ERN1;SIK2;CDC42BPA	0.2647741469706877	0.43308019388228763
single-stranded RNA binding (GO:0003727)	AGO1	0.2712732634608439	0.43490957957338094
myosin binding (GO:0017022)	TRAK2	0.2763858462398367	0.43490957957338094
RNA polymerase II core promoter proximal region sequence-specific DNA binding (GO:0000978)	RFX7;NR2C2;CLOCK	0.27802808329621265	0.43490957957338094
S-adenosylmethionine-dependent methyltransferase activity (GO:0008757)	PCMTD1	0.28146281464982054	0.43490957957338094
protein-lysine N-methyltransferase activity (GO:0016279)	KMT2A	0.28146281464982054	0.43490957957338094
flavin adenine dinucleotide binding (GO:0050660)	MTHFR	0.2865044149796206	0.43490957957338094
histone methyltransferase activity (GO:0042054)	KMT2A	0.2865044149796206	0.43490957957338094
phospholipid transporter activity (GO:0005548)	ATP8B2	0.2865044149796206	0.43490957957338094
ATP-dependent microtubule motor activity (GO:1990939)	KIF5C	0.2865044149796206	0.43490957957338094
protein tyrosine kinase binding (GO:1990782)	CBL	0.2865044149796206	0.43490957957338094
ribonuclease activity (GO:0004540)	ERN1	0.2915108919386749	0.43623261134085395
L-amino acid transmembrane transporter activity (GO:0015179)	SLC7A5	0.2915108919386749	0.43623261134085395
transcriptional activator activity, RNA polymerase II transcription factor binding (GO:0001190)	CLOCK	0.2964824884084789	0.4405479229168243
methylation-dependent protein binding (GO:0140034)	MBTD1	0.30632200343682264	0.44610465868941224
extracellular ligand-gated ion channel activity (GO:0005230)	GABRB2	0.30632200343682264	0.44610465868941224
core promoter proximal region sequence-specific DNA binding (GO:0000987)	RFX7;NR2C2;CLOCK	0.30853682672561344	0.44610465868941224
adenyl ribonucleotide binding (GO:0032559)	ERN1;SIK2;CDC42BPA	0.3104498763084308	0.44610465868941224
repressing transcription factor binding (GO:0070491)	HDAC4	0.31119039954812566	0.44610465868941224
SH3 domain binding (GO:0017124)	CBL	0.32082565075119884	0.44610465868941224
methylated histone binding (GO:0035064)	MBTD1	0.32082565075119884	0.44610465868941224
protein homodimerization activity (GO:0042803)	ERN1;CANT1;KMT2A;MAP3K9;HIF1AN;ADD2	0.32124246520137617	0.44610465868941224
chloride transmembrane transporter activity (GO:0015108)	GABRB2	0.3255929736406137	0.44610465868941224
amino acid transmembrane transporter activity (GO:0015171)	SLC7A5	0.3255929736406137	0.44610465868941224
