database.name	Term	Genes	P.value	Adjusted.P.value
GO_Biological_Process_2021	negative regulation of response to stimulus (GO:0048585)	ACVR1	0.07921550578349737	0.11270360586793725
GO_Biological_Process_2021	positive regulation of interleukin-1 production (GO:0032732)	GSDMD	0.08046236546006223	0.1139883510684215
GO_Biological_Process_2021	regulation of neurogenesis (GO:0050767)	TGM2	0.08046236546006223	0.1139883510684215
GO_Biological_Process_2021	anterior/posterior pattern specification (GO:0009952)	TIFAB	0.08170759918722283	0.11501515554379772
GO_Biological_Process_2021	cell cycle G1/S phase transition (GO:0044843)	ACVR1	0.08170759918722283	0.11501515554379772
GO_Biological_Process_2021	positive regulation of viral process (GO:0048524)	SRPK1	0.08170759918722283	0.11501515554379772
GO_Biological_Process_2021	regulation of extrinsic apoptotic signaling pathway (GO:2001236)	ACVR1	0.08295120902835007	0.11651832963092393
GO_Biological_Process_2021	ERBB signaling pathway (GO:0038127)	TGFB1	0.08543356514088656	0.11949884744389827
GO_Biological_Process_2021	embryonic organ development (GO:0048568)	TGFB1	0.08543356514088656	0.11949884744389827
GO_Biological_Process_2021	positive regulation of catabolic process (GO:0009896)	VSIR	0.08667231548375737	0.12021704009567184
GO_Biological_Process_2021	regulation of viral genome replication (GO:0045069)	SRPK1	0.08667231548375737	0.12021704009567184
GO_Biological_Process_2021	regulation of gene silencing by miRNA (GO:0060964)	TGFB1	0.08667231548375737	0.12021704009567184
GO_Biological_Process_2021	peptidyl-threonine modification (GO:0018210)	ACVR1	0.08667231548375737	0.12021704009567184
GO_Biological_Process_2021	negative regulation of transforming growth factor beta receptor signaling pathway (GO:0030512)	TGFB1	0.08790945005341633	0.12117248520876303
GO_Biological_Process_2021	positive regulation of protein localization to nucleus (GO:1900182)	TGFB1	0.08790945005341633	0.12117248520876303
GO_Biological_Process_2021	regulation of myeloid cell differentiation (GO:0045637)	FES	0.08790945005341633	0.12117248520876303
GO_Biological_Process_2021	positive regulation of protein phosphorylation (GO:0001934)	ACVR1;TGFB1	0.08891404106138254	0.12186209422791806
GO_Biological_Process_2021	positive regulation of MAP kinase activity (GO:0043406)	TGFB1	0.08914497089070929	0.12186209422791806
GO_Biological_Process_2021	positive regulation of protein polymerization (GO:0032273)	FES	0.08914497089070929	0.12186209422791806
GO_Biological_Process_2021	positive regulation of protein transport (GO:0051222)	TGFB1	0.08914497089070929	0.12186209422791806
GO_Biological_Process_2021	negative regulation of viral process (GO:0048525)	SRPK1	0.09037887999460255	0.12304147317540347
GO_Biological_Process_2021	defense response to Gram-positive bacterium (GO:0050830)	GSDMD	0.09037887999460255	0.12304147317540347
GO_Biological_Process_2021	positive regulation of cellular protein localization (GO:1903829)	TGFB1	0.09161117940546835	0.12420902238410127
GO_Biological_Process_2021	regulation of endopeptidase activity (GO:0052548)	VSIR	0.09161117940546835	0.12420902238410127
GO_Biological_Process_2021	extrinsic apoptotic signaling pathway (GO:0097191)	TGFB1	0.09284187114106916	0.12435183952834111
GO_Biological_Process_2021	negative regulation of epithelial cell proliferation (GO:0050680)	TGFB1	0.09284187114106916	0.12435183952834111
GO_Biological_Process_2021	cell junction organization (GO:0034330)	TGFB1	0.09284187114106916	0.12435183952834111
GO_Biological_Process_2021	positive regulation of neurogenesis (GO:0050769)	TGM2	0.09284187114106916	0.12435183952834111
GO_Biological_Process_2021	positive regulation of protein secretion (GO:0050714)	TGFB1	0.09284187114106916	0.12435183952834111
GO_Biological_Process_2021	positive regulation of secretion by cell (GO:1903532)	TGFB1	0.09284187114106916	0.12435183952834111
GO_Biological_Process_2021	negative regulation of cell adhesion (GO:0007162)	TGFB1	0.09407095720227293	0.12549103546299187
GO_Biological_Process_2021	defense response to Gram-negative bacterium (GO:0050829)	GSDMD	0.09407095720227293	0.12549103546299187
GO_Biological_Process_2021	positive regulation of macromolecule metabolic process (GO:0010604)	TGFB1;VSIR	0.09426411193536323	0.12549619721515223
GO_Biological_Process_2021	cellular response to amino acid starvation (GO:0034198)	CASTOR1	0.09529843961938218	0.12661896887304688
GO_Biological_Process_2021	response to amino acid starvation (GO:1990928)	CASTOR1	0.09652432039763756	0.1279912488472674
GO_Biological_Process_2021	regulation of RNA splicing (GO:0043484)	SRPK1	0.09774860155754135	0.1290982526546811
GO_Biological_Process_2021	regulation of epithelial to mesenchymal transition (GO:0010717)	TGFB1	0.09774860155754135	0.1290982526546811
GO_Biological_Process_2021	negative regulation of developmental process (GO:0051093)	TGFB1	0.09897128507986962	0.130453204787184
GO_Biological_Process_2021	negative regulation of apoptotic signaling pathway (GO:2001234)	ACVR1	0.1001923729898059	0.13127972982656386
GO_Biological_Process_2021	protein modification process (GO:0036211)	ST3GAL6	0.1001923729898059	0.13127972982656386
GO_Biological_Process_2021	negative regulation of protein serine/threonine kinase activity (GO:0071901)	SPRY4	0.1001923729898059	0.13127972982656386
GO_Biological_Process_2021	negative regulation of cell cycle (GO:0045786)	TGFB1	0.10262976996432173	0.13315760760537243
GO_Biological_Process_2021	positive regulation of cell adhesion (GO:0045785)	TGM2	0.10262976996432173	0.13315760760537243
GO_Biological_Process_2021	negative regulation of cellular response to growth factor stimulus (GO:0090288)	SPRY4	0.10262976996432173	0.13315760760537243
GO_Biological_Process_2021	regulation of fat cell differentiation (GO:0045598)	TGFB1	0.10262976996432173	0.13315760760537243
GO_Biological_Process_2021	regulation of protein localization to plasma membrane (GO:1903076)	TGFB1	0.10262976996432173	0.13315760760537243
GO_Biological_Process_2021	negative regulation of protein modification process (GO:0031400)	TGFB1	0.10384608302388916	0.13421043478526026
GO_Biological_Process_2021	phospholipase C-activating G protein-coupled receptor signaling pathway (GO:0007200)	TGM2	0.10384608302388916	0.13421043478526026
GO_Biological_Process_2021	positive regulation of cytoskeleton organization (GO:0051495)	FES	0.10506080846323412	0.13525304079829945
GO_Biological_Process_2021	cell-cell junction organization (GO:0045216)	TGFB1	0.10506080846323412	0.13525304079829945
GO_Biological_Process_2021	glycoprotein biosynthetic process (GO:0009101)	ST3GAL6	0.10627394826975518	0.13628554681401875
GO_Biological_Process_2021	regulation of interleukin-1 beta production (GO:0032651)	GSDMD	0.10627394826975518	0.13628554681401875
GO_Biological_Process_2021	nuclear export (GO:0051168)	TGFB1	0.10748550442129846	0.13730807212200555
GO_Biological_Process_2021	vascular transport (GO:0010232)	SLC16A1	0.10748550442129846	0.13730807212200555
GO_Biological_Process_2021	G1/S transition of mitotic cell cycle (GO:0000082)	ACVR1	0.10869547892866405	0.13832073422208113
GO_Biological_Process_2021	regulation of cell cycle G2/M phase transition (GO:1902749)	PRKACA	0.10869547892866405	0.13832073422208113
GO_Biological_Process_2021	regulation of Ras protein signal transduction (GO:0046578)	SPRY4	0.1099038737594078	0.13852902719104063
GO_Biological_Process_2021	positive regulation of endothelial cell migration (GO:0010595)	TGFB1	0.1099038737594078	0.13852902719104063
GO_Biological_Process_2021	negative regulation of phosphorylation (GO:0042326)	TGFB1	0.1099038737594078	0.13852902719104063
GO_Biological_Process_2021	regulation of interferon-gamma production (GO:0032649)	VSIR	0.1099038737594078	0.13852902719104063
GO_Biological_Process_2021	transport across blood-brain barrier (GO:0150104)	SLC16A1	0.1099038737594078	0.13852902719104063
GO_Biological_Process_2021	positive regulation of neuron projection development (GO:0010976)	FES	0.11231593236202139	0.14130068910060756
GO_Biological_Process_2021	regulation of cation channel activity (GO:2001257)	PRKACA	0.11351960008435957	0.14227503753484005
GO_Biological_Process_2021	post-Golgi vesicle-mediated transport (GO:0006892)	SCAMP2	0.11351960008435957	0.14227503753484005
GO_Biological_Process_2021	regulation of mRNA splicing, via spliceosome (GO:0048024)	SRPK1	0.11472169604682494	0.1435103480736697
GO_Biological_Process_2021	positive regulation of supramolecular fiber organization (GO:1902905)	FES	0.11592222223753673	0.144739045844608
GO_Biological_Process_2021	regulation of intracellular signal transduction (GO:1902531)	GNA13;CASTOR1	0.11699555752443866	0.14568732221789302
GO_Biological_Process_2021	positive regulation of cellular component biogenesis (GO:0044089)	TGFB1	0.11712118060654145	0.14568732221789302
GO_Biological_Process_2021	regulation of epithelial cell proliferation (GO:0050678)	TGFB1	0.11831857315266643	0.14635301119443628
GO_Biological_Process_2021	positive regulation of peptidyl-serine phosphorylation (GO:0033138)	TGFB1	0.11831857315266643	0.14635301119443628
GO_Biological_Process_2021	regulation of heart contraction (GO:0008016)	PRKACA	0.11831857315266643	0.14635301119443628
GO_Biological_Process_2021	hemopoiesis (GO:0030097)	TGFB1	0.1195144018245045	0.14728261786179644
GO_Biological_Process_2021	negative regulation of MAPK cascade (GO:0043409)	SPRY4	0.1195144018245045	0.14728261786179644
GO_Biological_Process_2021	ciliary basal body-plasma membrane docking (GO:0097711)	PRKACA	0.12070866858040177	0.1484783808326649
GO_Biological_Process_2021	regulation of vesicle-mediated transport (GO:0060627)	FES	0.12190137537938366	0.14947362965744074
GO_Biological_Process_2021	positive regulation of transcription by RNA polymerase II (GO:0045944)	ACVR1;CSRNP2;TGFB1	0.1219686781970972	0.14947362965744074
GO_Biological_Process_2021	glycosaminoglycan biosynthetic process (GO:0006024)	ST3GAL6	0.12309252420037428	0.1505725895661405
GO_Biological_Process_2021	regulation of peptidyl-serine phosphorylation (GO:0033135)	TGFB1	0.12428211698541018	0.15174777819765553
GO_Biological_Process_2021	regulation of transforming growth factor beta receptor signaling pathway (GO:0017015)	TGFB1	0.12665664230282664	0.15379735136771805
GO_Biological_Process_2021	cell-matrix adhesion (GO:0007160)	VCAM1	0.12665664230282664	0.15379735136771805
GO_Biological_Process_2021	organic acid transport (GO:0015849)	SLC16A1	0.12665664230282664	0.15379735136771805
GO_Biological_Process_2021	positive regulation of cellular protein metabolic process (GO:0032270)	TGFB1	0.1290249668906648	0.15638675145980033
GO_Biological_Process_2021	positive regulation of cellular metabolic process (GO:0031325)	TGFB1	0.13256586151257074	0.16038533974969782
GO_Biological_Process_2021	protein processing (GO:0016485)	VSIR	0.1337430762062543	0.160928601678306
GO_Biological_Process_2021	cellular response to peptide hormone stimulus (GO:0071375)	PRKACA	0.1337430762062543	0.160928601678306
GO_Biological_Process_2021	positive regulation of protein serine/threonine kinase activity (GO:0071902)	TGFB1	0.1337430762062543	0.160928601678306
GO_Biological_Process_2021	positive regulation of gene expression (GO:0010628)	TGFB1;VSIR	0.13729450901991905	0.164902643985881
GO_Biological_Process_2021	regulation of macroautophagy (GO:0016241)	PRKACA	0.14077412290727195	0.16877620883819405
GO_Biological_Process_2021	sulfur compound biosynthetic process (GO:0044272)	ST3GAL6	0.1419406084517323	0.1698675512698529
GO_Biological_Process_2021	activation of protein kinase activity (GO:0032147)	PRKACA	0.14310556894732926	0.17003403622236435
GO_Biological_Process_2021	positive regulation of cellular component organization (GO:0051130)	TGFB1	0.14310556894732926	0.17003403622236435
GO_Biological_Process_2021	response to lipid (GO:0033993)	TGFB1	0.14310556894732926	0.17003403622236435
GO_Biological_Process_2021	histone modification (GO:0016570)	MIER3	0.14310556894732926	0.17003403622236435
GO_Biological_Process_2021	cellular response to lectin (GO:1990858)	PRKACA	0.14426900631218212	0.17049973473257887
GO_Biological_Process_2021	stimulatory C-type lectin receptor signaling pathway (GO:0002223)	PRKACA	0.14426900631218212	0.17049973473257887
GO_Biological_Process_2021	positive regulation of protein metabolic process (GO:0051247)	TGFB1	0.14426900631218212	0.17049973473257887
GO_Biological_Process_2021	regulation of protein-containing complex assembly (GO:0043254)	TGFB1	0.14543092247454548	0.1715670846986186
GO_Biological_Process_2021	positive regulation of cell projection organization (GO:0031346)	FES	0.1465913193336849	0.17262885385121332
GO_Biological_Process_2021	adenylate cyclase-activating G protein-coupled receptor signaling pathway (GO:0007189)	GNA13	0.14775019880243187	0.17307134594701826
GO_Biological_Process_2021	positive regulation of protein-containing complex assembly (GO:0031334)	TGFB1	0.14775019880243187	0.17307134594701826
GO_Biological_Process_2021	regulation of protein binding (GO:0043393)	PRKACA	0.14775019880243187	0.17307134594701826
GO_Biological_Process_2021	innate immune response activating cell surface receptor signaling pathway (GO:0002220)	PRKACA	0.14890756278622894	0.17411942526855342
GO_Biological_Process_2021	cellular response to lipopolysaccharide (GO:0071222)	TGFB1	0.1500634132130179	0.17516204746519518
GO_Biological_Process_2021	positive regulation of nucleic acid-templated transcription (GO:1903508)	ACVR1;TGFB1	0.1507788309573623	0.17568781181850826
GO_Biological_Process_2021	epithelium development (GO:0060429)	TGFB1	0.15237058092935843	0.17723104413362217
GO_Biological_Process_2021	regulation of anatomical structure morphogenesis (GO:0022603)	TGFB1	0.15352190203260818	0.17825747994329114
GO_Biological_Process_2021	regulation of tumor necrosis factor production (GO:0032680)	VSIR	0.15467171715256808	0.1792785812450221
GO_Biological_Process_2021	platelet degranulation (GO:0002576)	TGFB1	0.15582002822261723	0.17998027650103696
GO_Biological_Process_2021	regulation of protein secretion (GO:0050708)	TGFB1	0.15582002822261723	0.17998027650103696
GO_Biological_Process_2021	negative regulation of cell growth (GO:0030308)	TGFB1	0.15696683707587714	0.18067536975921275
GO_Biological_Process_2021	negative regulation of growth (GO:0045926)	TGFB1	0.15696683707587714	0.18067536975921275
GO_Biological_Process_2021	positive regulation of canonical Wnt signaling pathway (GO:0090263)	TGFB1	0.1615390884057056	0.18497481107596342
GO_Biological_Process_2021	G2/M transition of mitotic cell cycle (GO:0000086)	PRKACA	0.1615390884057056	0.18497481107596342
GO_Biological_Process_2021	protein glycosylation (GO:0006486)	ST3GAL6	0.1615390884057056	0.18497481107596342
GO_Biological_Process_2021	cell cycle G2/M phase transition (GO:0044839)	PRKACA	0.16267841463048652	0.18595825672415958
GO_Biological_Process_2021	positive regulation of intracellular signal transduction (GO:1902533)	TGFB1;TGM2	0.16740504120405647	0.19047415241557322
GO_Biological_Process_2021	protein localization to plasma membrane (GO:0072659)	EHD4	0.16835271993291992	0.19047415241557322
GO_Biological_Process_2021	negative regulation of inflammatory response to antigenic stimulus (GO:0002862)	PRKACA	0.16835271993291992	0.19047415241557322
GO_Biological_Process_2021	ribonucleoprotein complex assembly (GO:0022618)	SRPK1	0.16835271993291992	0.19047415241557322
GO_Biological_Process_2021	cellular calcium ion homeostasis (GO:0006874)	PRKACA	0.16835271993291992	0.19047415241557322
GO_Biological_Process_2021	organic substance transport (GO:0071702)	SCAMP2	0.16835271993291992	0.19047415241557322
GO_Biological_Process_2021	regulation of inflammatory response to antigenic stimulus (GO:0002861)	PRKACA	0.16948312893832804	0.19142643012966185
GO_Biological_Process_2021	positive regulation of response to external stimulus (GO:0032103)	TGFB1	0.1717395098007441	0.1936450595202268
GO_Biological_Process_2021	protein localization to cell periphery (GO:1990778)	EHD4	0.17286548540176871	0.19458372974766158
GO_Biological_Process_2021	Ras protein signal transduction (GO:0007265)	GNA13	0.17511301619336744	0.19677954192576713
GO_Biological_Process_2021	nitrogen compound transport (GO:0071705)	SCAMP2	0.17623457510377735	0.1972128114105249
GO_Biological_Process_2021	monocarboxylic acid metabolic process (GO:0032787)	SLC16A1	0.17623457510377735	0.1972128114105249
GO_Biological_Process_2021	regulation of gene expression (GO:0010468)	TGFB1;FOXN2;VSIR	0.17639094595240012	0.1972128114105249
GO_Biological_Process_2021	positive regulation of intracellular protein transport (GO:0090316)	TGFB1	0.18182037873406148	0.2022599179541657
GO_Biological_Process_2021	regulation of cytosolic calcium ion concentration (GO:0051480)	PRKACA	0.18182037873406148	0.2022599179541657
GO_Biological_Process_2021	positive regulation of transferase activity (GO:0051347)	TGFB1	0.18182037873406148	0.2022599179541657
GO_Biological_Process_2021	positive regulation of hydrolase activity (GO:0051345)	TGM2	0.18293315419166692	0.20281719269076115
GO_Biological_Process_2021	regulation of G2/M transition of mitotic cell cycle (GO:0010389)	PRKACA	0.18293315419166692	0.20281719269076115
GO_Biological_Process_2021	response to cytokine (GO:0034097)	JAK3	0.18404447217325864	0.20370865617841483
GO_Biological_Process_2021	negative regulation of protein phosphorylation (GO:0001933)	TGFB1	0.18626274312398386	0.20582033115200216
GO_Biological_Process_2021	positive regulation of Wnt signaling pathway (GO:0030177)	TGFB1	0.18736969971053913	0.2066990198137894
GO_Biological_Process_2021	peptidyl-serine phosphorylation (GO:0018105)	PRKACA	0.19068187605935943	0.21000346150723473
GO_Biological_Process_2021	skeletal system development (GO:0001501)	TGM2	0.1928827672603341	0.21172396472450583
GO_Biological_Process_2021	cellular response to starvation (GO:0009267)	CASTOR1	0.1928827672603341	0.21172396472450583
GO_Biological_Process_2021	protein autophosphorylation (GO:0046777)	FES	0.19398105040680327	0.21257758085902573
GO_Biological_Process_2021	positive regulation of protein kinase B signaling (GO:0051897)	TGFB1	0.1961733008974975	0.21462524504132152
GO_Biological_Process_2021	adenylate cyclase-modulating G protein-coupled receptor signaling pathway (GO:0007188)	GNA13	0.20054058936991595	0.21868159663199715
GO_Biological_Process_2021	regulation of neuron projection development (GO:0010975)	FES	0.20054058936991595	0.21868159663199715
GO_Biological_Process_2021	cellular protein-containing complex assembly (GO:0034622)	TGFB1	0.20380105164716802	0.2218720808572617
GO_Biological_Process_2021	peptidyl-serine modification (GO:0018209)	PRKACA	0.20488502406313266	0.22268650976042126
GO_Biological_Process_2021	positive regulation of cellular process (GO:0048522)	TGFB1;TGM2	0.2060220745313776	0.2235558681085161
GO_Biological_Process_2021	defense response to bacterium (GO:0042742)	GSDMD	0.21243313842912132	0.22980637434588025
GO_Biological_Process_2021	positive regulation of transcription, DNA-templated (GO:0045893)	ACVR1;CSRNP2;TGFB1	0.21247557688389834	0.22980637434588025
GO_Biological_Process_2021	positive regulation of developmental process (GO:0051094)	ACVR1	0.21350579151783142	0.23054452732300038
GO_Biological_Process_2021	negative regulation of immune response (GO:0050777)	PRKACA	0.2145770377385505	0.2309489870465243
GO_Biological_Process_2021	regulation of mitotic cell cycle (GO:0007346)	TGFB1	0.2145770377385505	0.2309489870465243
GO_Biological_Process_2021	regulated exocytosis (GO:0045055)	TGFB1	0.2167153165450378	0.2328723741804863
GO_Biological_Process_2021	regulation of mitotic cell cycle phase transition (GO:1901990)	PRKACA	0.22521250963944633	0.2416114787879497
GO_Biological_Process_2021	regulation of GTPase activity (GO:0043087)	TGM2	0.22626839660742984	0.24235209523542162
GO_Biological_Process_2021	negative regulation of cell differentiation (GO:0045596)	TGFB1	0.22837601501143492	0.24421499669771185
GO_Biological_Process_2021	protein localization to membrane (GO:0072657)	EHD4	0.2325746788121411	0.2483043672342183
GO_Biological_Process_2021	regulation of protein kinase B signaling (GO:0051896)	TGFB1	0.24503908548693645	0.2611911795463647
GO_Biological_Process_2021	negative regulation of inflammatory response (GO:0050728)	PRKACA	0.2501748475526315	0.2658107755246709
GO_Biological_Process_2021	phosphate-containing compound metabolic process (GO:0006796)	TGFB1	0.2501748475526315	0.2658107755246709
GO_Biological_Process_2021	positive regulation of GTPase activity (GO:0043547)	TGM2	0.25221971805501425	0.26712727327551833
GO_Biological_Process_2021	positive regulation of protein modification process (GO:0031401)	TGFB1	0.25221971805501425	0.26712727327551833
GO_Biological_Process_2021	regulation of cell growth (GO:0001558)	TGFB1	0.2552769580979776	0.26993400832369885
GO_Biological_Process_2021	cellular response to lipid (GO:0071396)	FES	0.2573084274342363	0.27164886526894694
GO_Biological_Process_2021	cilium organization (GO:0044782)	EHD4	0.2663841910747404	0.28078333653823984
GO_Biological_Process_2021	inflammatory response (GO:0006954)	TGFB1	0.26838647448751407	0.28244481362733626
GO_Biological_Process_2021	regulation of autophagy (GO:0010506)	PRKACA	0.26938564169623863	0.28304703715468493
GO_Biological_Process_2021	regulation of cell population proliferation (GO:0042127)	TGFB1;FES	0.2759702125252055	0.2895067261142583
GO_Biological_Process_2021	anterograde trans-synaptic signaling (GO:0098916)	PRKACA	0.28225583591068965	0.2956328897453195
GO_Biological_Process_2021	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)	SF3A3	0.28909522458759795	0.3023188231886079
GO_Biological_Process_2021	regulation of canonical Wnt signaling pathway (GO:0060828)	TGFB1	0.291037780091971	0.30339315754870566
GO_Biological_Process_2021	positive regulation of phosphorylation (GO:0042327)	TGFB1	0.291037780091971	0.30339315754870566
GO_Biological_Process_2021	cellular component assembly (GO:0022607)	TGFB1	0.29875701153863926	0.3109511752749103
GO_Biological_Process_2021	regulation of protein phosphorylation (GO:0001932)	TGFB1	0.30354036280548924	0.3154345776489645
GO_Biological_Process_2021	protein-containing complex assembly (GO:0065003)	GSDMD	0.30449325535269955	0.31592962175092304
GO_Biological_Process_2021	plasma membrane bounded cell projection assembly (GO:0120031)	EHD4	0.31489255778409436	0.32620900907946027
GO_Biological_Process_2021	chemical synaptic transmission (GO:0007268)	PRKACA	0.3406922982905563	0.3523853256889841
GO_Biological_Process_2021	regulation of transcription by RNA polymerase II (GO:0006357)	ACVR1;CSRNP2;TGFB1;MIER3	0.347287264359979	0.3586471281474549
GO_Biological_Process_2021	negative regulation of gene expression (GO:0010629)	TGFB1	0.35501223406475246	0.36605460526427824
GO_Biological_Process_2021	regulation of transcription, DNA-templated (GO:0006355)	ACVR1;CSRNP2;TGFB1;FOXN2	0.35948234837732856	0.37008819405926835
GO_Biological_Process_2021	positive regulation of cytokine production (GO:0001819)	TGFB1	0.3664261903772293	0.37665203755054727
GO_Biological_Process_2021	intracellular protein transport (GO:0006886)	TGFB1	0.3672960843122741	0.3769617707415445
GO_Biological_Process_2021	negative regulation of transcription, DNA-templated (GO:0045892)	TGFB1;MIER3	0.3684495367291382	0.37756111723557745
GO_Biological_Process_2021	protein transport (GO:0015031)	SCAMP2	0.39536599789358523	0.40451798858556637
GO_Biological_Process_2021	negative regulation of cell population proliferation (GO:0008285)	TGFB1	0.4036325745095816	0.41233959460686076
GO_Biological_Process_2021	transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)	FES	0.4238256344740167	0.4323021471634971
GO_Biological_Process_2021	cellular protein metabolic process (GO:0044267)	ST3GAL6	0.4340641665422649	0.44206534933567065
GO_Biological_Process_2021	organelle assembly (GO:0070925)	EHD4	0.4402774779017194	0.4477054721607975
GO_Biological_Process_2021	regulation of nucleic acid-templated transcription (GO:1903506)	FOXN2	0.4441273838556699	0.45092872204641526
GO_Biological_Process_2021	nervous system development (GO:0007399)	TGFB1	0.4570272468932249	0.4633166126761592
GO_Biological_Process_2021	negative regulation of nucleic acid-templated transcription (GO:1903507)	TGFB1	0.4696385873460523	0.47537463116096595
GO_Biological_Process_2021	regulation of cellular macromolecule biosynthetic process (GO:2000112)	FOXN2	0.4725647061236109	0.4776073173170031
GO_Biological_Process_2021	positive regulation of cell population proliferation (GO:0008284)	TGFB1	0.4769247541373905	0.48128023134412473
GO_Biological_Process_2021	neutrophil degranulation (GO:0043312)	GSDMD	0.4819676155387536	0.48562998343798425
GO_Biological_Process_2021	neutrophil activation involved in immune response (GO:0002283)	GSDMD	0.4848281964565881	0.48777100796770545
GO_Biological_Process_2021	neutrophil mediated immunity (GO:0002446)	GSDMD	0.4869636435143171	0.4891771146212004
GO_Biological_Process_2021	negative regulation of cellular macromolecule biosynthetic process (GO:2000113)	TGFB1	0.5272689865355447	0.528864354119616
GO_Biological_Process_2021	negative regulation of cellular process (GO:0048523)	TGFB1	0.5395865853591593	0.5404016708355326
GO_Biological_Process_2021	negative regulation of transcription by RNA polymerase II (GO:0000122)	MIER3	0.6094423352812508	0.6094423352812508
GO_Molecular_Function_2018	protein kinase activity (GO:0004672)	ACVR1;FES;PRKACA;JAK3;SRPK1	5.508276488517134e-4	0.03855793541961994
GO_Molecular_Function_2018	non-membrane spanning protein tyrosine kinase activity (GO:0004715)	FES;JAK3	0.0015316216181504704	0.04703506876665449
GO_Molecular_Function_2018	phosphotransferase activity, alcohol group as acceptor (GO:0016773)	ACVR1;PRKACA;SRPK1	0.004726622428233954	0.04703506876665449
GO_Molecular_Function_2018	kinase activity (GO:0016301)	ACVR1;PRKACA;SRPK1	0.006192933303284706	0.04703506876665449
GO_Molecular_Function_2018	integrin binding (GO:0005178)	VCAM1;ICAM1	0.007106631219173753	0.04703506876665449
GO_Molecular_Function_2018	arginine binding (GO:0034618)	CASTOR1	0.00807362689081275	0.04703506876665449
GO_Molecular_Function_2018	primary amine oxidase activity (GO:0008131)	VCAM1	0.00807362689081275	0.04703506876665449
GO_Molecular_Function_2018	cAMP-dependent protein kinase activity (GO:0004691)	PRKACA	0.00807362689081275	0.04703506876665449
GO_Molecular_Function_2018	phosphatase binding (GO:0019902)	CSRNP2;JAK3	0.00831949464007076	0.04703506876665449
GO_Molecular_Function_2018	type II transforming growth factor beta receptor binding (GO:0005114)	TGFB1	0.009413120536176647	0.04703506876665449
GO_Molecular_Function_2018	cardiolipin binding (GO:1901612)	GSDMD	0.009413120536176647	0.04703506876665449
GO_Molecular_Function_2018	beta-galactoside (CMP) alpha-2,3-sialyltransferase activity (GO:0003836)	ST3GAL6	0.009413120536176647	0.04703506876665449
GO_Molecular_Function_2018	protein-glutamine gamma-glutamyltransferase activity (GO:0003810)	TGM2	0.009413120536176647	0.04703506876665449
GO_Molecular_Function_2018	activin-activated receptor activity (GO:0017002)	ACVR1	0.009413120536176647	0.04703506876665449
GO_Molecular_Function_2018	type I transforming growth factor beta receptor binding (GO:0034713)	TGFB1	0.010750872860949598	0.04703506876665449
GO_Molecular_Function_2018	cyclic nucleotide-dependent protein kinase activity (GO:0004690)	PRKACA	0.010750872860949598	0.04703506876665449
GO_Molecular_Function_2018	protein serine/threonine kinase activity (GO:0004674)	ACVR1;PRKACA;SRPK1	0.013029516432085934	0.04944638582098095
GO_Molecular_Function_2018	phosphatidylglycerol binding (GO:1901611)	GSDMD	0.013421161865694831	0.04944638582098095
GO_Molecular_Function_2018	activin binding (GO:0048185)	ACVR1	0.013421161865694831	0.04944638582098095
GO_Molecular_Function_2018	BMP receptor binding (GO:0070700)	TGFB1	0.016084510729761806	0.05545673802093878
GO_Molecular_Function_2018	protein tyrosine kinase activity (GO:0004713)	FES;JAK3	0.016698950569853408	0.05545673802093878
GO_Molecular_Function_2018	transmembrane receptor protein serine/threonine kinase activity (GO:0004675)	ACVR1	0.018740936449241897	0.05545673802093878
GO_Molecular_Function_2018	protein serine/threonine/tyrosine kinase activity (GO:0004712)	PRKACA	0.018740936449241897	0.05545673802093878
GO_Molecular_Function_2018	oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor (GO:0016641)	VCAM1	0.02006655846437807	0.05545673802093878
GO_Molecular_Function_2018	transmembrane receptor protein serine/threonine kinase binding (GO:0070696)	TGFB1	0.021390456093790672	0.05545673802093878
GO_Molecular_Function_2018	transferase activity, transferring amino-acyl groups (GO:0016755)	TGM2	0.021390456093790672	0.05545673802093878
GO_Molecular_Function_2018	phosphatidic acid binding (GO:0070300)	GSDMD	0.021390456093790672	0.05545673802093878
GO_Molecular_Function_2018	G-protein beta/gamma-subunit complex binding (GO:0031683)	GNA13	0.02271263147660753	0.05678157869151883
GO_Molecular_Function_2018	protein kinase A regulatory subunit binding (GO:0034237)	PRKACA	0.02403308675659661	0.05801089906764699
GO_Molecular_Function_2018	transforming growth factor beta binding (GO:0050431)	ACVR1	0.02535182406329611	0.059154256147690924
GO_Molecular_Function_2018	sialyltransferase activity (GO:0008373)	ST3GAL6	0.027984153316513986	0.06319002361793481
GO_Molecular_Function_2018	phosphatidylinositol-4-phosphate binding (GO:0070273)	GSDMD	0.029297749526199113	0.06408882708856056
GO_Molecular_Function_2018	monocarboxylic acid transmembrane transporter activity (GO:0008028)	SLC16A1	0.04234004393150865	0.08981221440016986
GO_Molecular_Function_2018	ATP binding (GO:0005524)	ACVR1;SRPK1	0.04611394398593848	0.09494047291222628
GO_Molecular_Function_2018	amino acid binding (GO:0016597)	CASTOR1	0.0513690750681718	0.1027381501363436
