Term	Genes	P.value	Adjusted.P.value
oligosaccharide metabolic process (GO:0009311)	B4GALT1	0.2426797745527419	0.2990997424436839
regulation of smooth muscle cell proliferation (GO:0048660)	CCL5	0.2426797745527419	0.2990997424436839
regulation of stress-activated MAPK cascade (GO:0032872)	FAS	0.2426797745527419	0.2990997424436839
negative regulation of ERK1 and ERK2 cascade (GO:0070373)	PTPRC	0.2469691364760274	0.3034620766011106
positive regulation of ion transport (GO:0043270)	CCL5	0.2469691364760274	0.3034620766011106
iron ion transport (GO:0006826)	SLC11A1	0.2469691364760274	0.3034620766011106
peptidyl-serine modification (GO:0018209)	SGK1;TGFBR2	0.24750650252535655	0.30381485749826376
regulation of epithelial cell migration (GO:0010632)	PLCG2	0.25123441778349326	0.30677739304744384
negative regulation of transport (GO:0051051)	FCGR2B	0.25123441778349326	0.30677739304744384
positive regulation of actin filament bundle assembly (GO:0032233)	PLEK	0.25123441778349326	0.30677739304744384
intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630)	TNFRSF1B	0.25123441778349326	0.30677739304744384
mesenchymal cell differentiation (GO:0048762)	AKNA	0.25123441778349326	0.30677739304744384
neuron projection development (GO:0031175)	NCKAP1L;SGK1	0.25168886612459146	0.30677739304744384
positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123)	CD74;TIFA	0.25168886612459146	0.30677739304744384
negative regulation of cellular biosynthetic process (GO:0031327)	PLEK	0.255475752456584	0.30952850646935426
negative regulation of protein metabolic process (GO:0051248)	CD84	0.255475752456584	0.30952850646935426
endocytic recycling (GO:0032456)	EHD4	0.255475752456584	0.30952850646935426
glycolipid metabolic process (GO:0006664)	HEXB	0.255475752456584	0.30952850646935426
sprouting angiogenesis (GO:0002040)	RAMP2	0.255475752456584	0.30952850646935426
protein homotetramerization (GO:0051289)	B2M	0.255475752456584	0.30952850646935426
cation transport (GO:0006812)	KCNK6;SGK1	0.2579661794916574	0.3122342391853161
bicellular tight junction assembly (GO:0070830)	RAMP2	0.2596932737449941	0.3140115879745248
regulation of cell population proliferation (GO:0042127)	CD86;HCK;CEBPA;IRF1;SGK1;TGFBR2	0.26348992028914664	0.3178164252532674
negative regulation of viral genome replication (GO:0045071)	CCL5	0.2638871142135861	0.3178164252532674
positive regulation of leukocyte chemotaxis (GO:0002690)	CCL5	0.2638871142135861	0.3178164252532674
inorganic anion transport (GO:0015698)	SLC11A1	0.2638871142135861	0.3178164252532674
negative regulation of cytokine-mediated signaling pathway (GO:0001960)	PTPRC	0.26805740556347285	0.32219969341985744
triglyceride metabolic process (GO:0006641)	PNPLA2	0.26805740556347285	0.32219969341985744
glycosaminoglycan catabolic process (GO:0006027)	HEXB	0.27220427888909426	0.3258934857705724
positive regulation of interleukin-1 beta production (GO:0032731)	GSDMD	0.27220427888909426	0.3258934857705724
Rho protein signal transduction (GO:0007266)	GNA13	0.27220427888909426	0.3258934857705724
tight junction assembly (GO:0120192)	RAMP2	0.27220427888909426	0.3258934857705724
arachidonic acid metabolic process (GO:0019369)	HPGDS	0.2763278645455049	0.3295304789373703
regulation of reactive oxygen species metabolic process (GO:2000377)	TGFBR2	0.2763278645455049	0.3295304789373703
positive regulation of proteolysis (GO:0045862)	TNFRSF1B	0.2763278645455049	0.3295304789373703
monocarboxylic acid transport (GO:0015718)	SLCO2B1	0.2763278645455049	0.3295304789373703
fat cell differentiation (GO:0045444)	CEBPA	0.28042829211387854	0.33343775379652163
regulation of tumor necrosis factor-mediated signaling pathway (GO:0010803)	SYK	0.28042829211387854	0.33343775379652163
positive regulation of protein binding (GO:0032092)	B2M	0.28042829211387854	0.33343775379652163
positive regulation of apoptotic signaling pathway (GO:2001235)	FAS	0.2845056905022261	0.33724097252759633
response to reactive oxygen species (GO:0000302)	NCF1	0.2845056905022261	0.33724097252759633
positive regulation of tyrosine phosphorylation of STAT protein (GO:0042531)	CCL5	0.2845056905022261	0.33724097252759633
cellular protein localization (GO:0034613)	CD74;SNX1;UNC93B1	0.28473805341086184	0.33724097252759633
apical junction assembly (GO:0043297)	RAMP2	0.28856018790506505	0.3401088039968437
cellular protein catabolic process (GO:0044257)	CTSS	0.28856018790506505	0.3401088039968437
peptidyl-threonine phosphorylation (GO:0018107)	TGFBR2	0.28856018790506505	0.3401088039968437
response to organic cyclic compound (GO:0014070)	CCL5	0.28856018790506505	0.3401088039968437
homophilic cell adhesion via plasma membrane adhesion molecules (GO:0007156)	CD84	0.28856018790506505	0.3401088039968437
regulation of GTPase activity (GO:0043087)	CCL8;CCL5	0.28935867012059435	0.34071913242134
negative regulation of response to stimulus (GO:0048585)	FCGR2B	0.2925919118076534	0.344192423386135
negative regulation of kinase activity (GO:0033673)	PTPRC	0.29660098900074433	0.3475613905858143
regulation of neurogenesis (GO:0050767)	B2M	0.29660098900074433	0.3475613905858143
positive regulation of cysteine-type endopeptidase activity (GO:2001056)	SYK	0.29660098900074433	0.3475613905858143
positive regulation of interleukin-1 production (GO:0032732)	GSDMD	0.29660098900074433	0.3475613905858143
regulation of programmed cell death (GO:0043067)	FAS;SGK1	0.2998004280702707	0.35054109535806377
actin cytoskeleton reorganization (GO:0031532)	PLEK	0.30058754552532485	0.35054109535806377
anterior/posterior pattern specification (GO:0009952)	TIFAB	0.30058754552532485	0.35054109535806377
cellular response to reactive oxygen species (GO:0034614)	NCF1	0.30058754552532485	0.35054109535806377
positive regulation of viral process (GO:0048524)	CCL5	0.30058754552532485	0.35054109535806377
regulation of extrinsic apoptotic signaling pathway (GO:2001236)	FAS	0.30455170681485055	0.3544830029465279
plasma membrane organization (GO:0007009)	BIN2	0.30455170681485055	0.3544830029465279
regulation of RNA metabolic process (GO:0051252)	TNFRSF1B	0.3084935975362333	0.3587272293189533
cell-cell junction assembly (GO:0007043)	RAMP2	0.3124133416468328	0.36189866102982354
cellular component disassembly (GO:0022411)	CTSS	0.3124133416468328	0.36189866102982354
embryonic organ development (GO:0048568)	TGFBR2	0.3124133416468328	0.36189866102982354
extracellular matrix disassembly (GO:0022617)	CTSS	0.3124133416468328	0.36189866102982354
protein N-linked glycosylation (GO:0006487)	B4GALT1	0.31631106257055025	0.36502056079909506
peptidyl-threonine modification (GO:0018210)	TGFBR2	0.31631106257055025	0.36502056079909506
positive regulation of catabolic process (GO:0009896)	VSIR	0.31631106257055025	0.36502056079909506
regulation of viral genome replication (GO:0045069)	CCL5	0.31631106257055025	0.36502056079909506
regulation of translational initiation (GO:0006446)	CCL5	0.32018688283567626	0.3687921022414715
regulation of tyrosine phosphorylation of STAT protein (GO:0042509)	CCL5	0.32018688283567626	0.3687921022414715
cell chemotaxis (GO:0060326)	BIN2	0.3240409245099103	0.37252432041196126
cellular response to calcium ion (GO:0071277)	PLCG2	0.3240409245099103	0.37252432041196126
regulation of protein kinase B signaling (GO:0051896)	CD86;PIK3AP1	0.326821994679401	0.3748005620258784
positive regulation of nucleic acid-templated transcription (GO:1903508)	CD86;CD74;NCF1;IRF1	0.32707118027177745	0.3748005620258784
carbohydrate homeostasis (GO:0033500)	CEBPA	0.32787330879034837	0.3748005620258784
negative regulation of viral process (GO:0048525)	CCL5	0.32787330879034837	0.3748005620258784
establishment of protein localization to membrane (GO:0090150)	NCF1	0.32787330879034837	0.3748005620258784
wound healing (GO:0042060)	SLC11A1	0.32787330879034837	0.3748005620258784
protein tetramerization (GO:0051262)	B2M	0.33168415636703996	0.3780887942061846
regulation of endopeptidase activity (GO:0052548)	VSIR	0.33168415636703996	0.3780887942061846
gland development (GO:0048732)	CEBPA	0.33168415636703996	0.3780887942061846
negative regulation of epithelial cell proliferation (GO:0050680)	B2M	0.33547358712078257	0.3813342085811143
cell junction organization (GO:0034330)	C1QA	0.33547358712078257	0.3813342085811143
cell morphogenesis involved in differentiation (GO:0000904)	FERMT3	0.33547358712078257	0.3813342085811143
negative regulation of cell adhesion (GO:0007162)	PTPRC	0.33924172042330947	0.38525673395126075
proteolysis involved in cellular protein catabolic process (GO:0051603)	CTSS	0.34298867484108103	0.38805988001591085
negative regulation of protein binding (GO:0032091)	B2M	0.34298867484108103	0.38805988001591085
cellular response to amino acid starvation (GO:0034198)	FAS	0.34298867484108103	0.38805988001591085
regulation of peptide hormone secretion (GO:0090276)	CCL5	0.34298867484108103	0.38805988001591085
nucleic acid phosphodiester bond hydrolysis (GO:0090305)	RNASE4	0.3467145684244282	0.39154556843465665
response to amino acid starvation (GO:1990928)	FAS	0.3467145684244282	0.39154556843465665
regulation of epithelial to mesenchymal transition (GO:0010717)	TGFBR2	0.35041951847332065	0.39426255368546
establishment of protein localization to organelle (GO:0072594)	SYK	0.35041951847332065	0.39426255368546
RNA transport (GO:0050658)	TGFBR2	0.35041951847332065	0.39426255368546
protein import into nucleus (GO:0006606)	SYK	0.35041951847332065	0.39426255368546
purine ribonucleotide metabolic process (GO:0009150)	TPST2	0.35410364162030483	0.39730297682721816
regulation of organelle assembly (GO:1902115)	HCK	0.35410364162030483	0.39730297682721816
import into nucleus (GO:0051170)	SYK	0.35410364162030483	0.39730297682721816
negative regulation of protein serine/threonine kinase activity (GO:0071901)	CEBPA	0.3577670539335288	0.40104266248873865
regulation of ion transport (GO:0043269)	B2M	0.36140987082557346	0.4040069826724182
positive regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032436)	CEBPA	0.36140987082557346	0.4040069826724182
positive regulation of ubiquitin-dependent protein catabolic process (GO:2000060)	CEBPA	0.36140987082557346	0.4040069826724182
negative regulation of cell population proliferation (GO:0008285)	CEBPA;IRF1;B2M	0.3619725874590134	0.4042637729303057
negative regulation of cell cycle (GO:0045786)	CEBPA	0.3650322070290576	0.406558806727776
negative regulation of cellular response to growth factor stimulus (GO:0090288)	SHISA2	0.3650322070290576	0.406558806727776
glycerophospholipid metabolic process (GO:0006650)	PLEK	0.3650322070290576	0.406558806727776
activation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0006919)	FAS	0.36863417667507764	0.410194216758519
regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079)	CEBPA	0.3722158932644043	0.41342186132020753
ephrin receptor signaling pathway (GO:0048013)	ARPC1B	0.3722158932644043	0.41342186132020753
regulation of interleukin-1 beta production (GO:0032651)	GSDMD	0.3757774696582015	0.4158558324202886
peptide metabolic process (GO:0006518)	HPGDS	0.3757774696582015	0.4158558324202886
regulation of Notch signaling pathway (GO:0008593)	TSPAN14	0.3757774696582015	0.4158558324202886
regulation of osteoblast differentiation (GO:0045667)	TMEM119	0.3757774696582015	0.4158558324202886
vascular transport (GO:0010232)	SLCO2B1	0.37931901811137053	0.4193927941595663
negative regulation of defense response (GO:0031348)	TNFAIP8L2	0.38284065023709285	0.4225168630798461
positive regulation of protein catabolic process (GO:0045732)	TNFRSF1B	0.38284065023709285	0.4225168630798461
glucose homeostasis (GO:0042593)	CEBPA	0.3863424770334258	0.42483674557842294
positive regulation of endothelial cell migration (GO:0010595)	RIN2	0.3863424770334258	0.42483674557842294
positive regulation of proteasomal protein catabolic process (GO:1901800)	CEBPA	0.3863424770334258	0.42483674557842294
transport across blood-brain barrier (GO:0150104)	SLCO2B1	0.3863424770334258	0.42483674557842294
protein targeting to membrane (GO:0006612)	NCF1	0.3898246089065554	0.42827789611996225
negative regulation of binding (GO:0051100)	NFKBIA	0.3932871556549472	0.4313013613054254
retrograde transport, endosome to Golgi (GO:0042147)	SNX1	0.3932871556549472	0.4313013613054254
regulation of cation channel activity (GO:2001257)	CTSS	0.3967302263993966	0.4331209486050967
regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043281)	SYK	0.3967302263993966	0.4331209486050967
regulation of endothelial cell migration (GO:0010594)	RIN2	0.3967302263993966	0.4331209486050967
second-messenger-mediated signaling (GO:0019932)	PLCG2	0.3967302263993966	0.4331209486050967
protein import (GO:0017038)	SYK	0.3967302263993966	0.4331209486050967
negative regulation of cellular process (GO:0048523)	CEBPA;IRF1;TNFRSF1B;FCGR2B	0.397742410210696	0.43383583647420026
negative regulation of protein kinase activity (GO:0006469)	PTPRC	0.40015392975446173	0.4352928949121116
positive regulation of binding (GO:0051099)	B2M	0.40015392975446173	0.4352928949121116
sodium ion transport (GO:0006814)	SGK1	0.40015392975446173	0.4352928949121116
positive regulation of DNA-binding transcription factor activity (GO:0051091)	NFKBIA;PLCG2	0.4058816332568978	0.4411282925459928
cellular response to fibroblast growth factor stimulus (GO:0044344)	CCL5	0.40694366566553897	0.4414920555120324
Wnt signaling pathway (GO:0016055)	PLCG2	0.40694366566553897	0.4414920555120324
positive regulation of transcription by RNA polymerase II (GO:0045944)	NFKBIA;CEBPA;AKNA;SLC11A1;IRF1;IRF8	0.4074192007249135	0.44161331221432587
regulation of epithelial cell proliferation (GO:0050678)	B2M	0.4103099123258195	0.44395386235610057
visual perception (GO:0007601)	CRYBB1	0.4103099123258195	0.44395386235610057
negative regulation of cell death (GO:0060548)	TNFRSF1B	0.4136572199521785	0.4467792393433672
negative regulation of MAPK cascade (GO:0043409)	PTPRC	0.4136572199521785	0.4467792393433672
sensory perception of light stimulus (GO:0050953)	CRYBB1	0.4169856941073116	0.4495742741085935
mRNA metabolic process (GO:0016071)	RNASE4	0.4169856941073116	0.4495742741085935
glycosaminoglycan biosynthetic process (GO:0006024)	B4GALT1	0.42358656159272895	0.45628579039358735
negative regulation of neuron death (GO:1901215)	TNFRSF1B	0.4268591632115185	0.459403390193957
organic anion transport (GO:0015711)	SLCO2B1	0.4301133480725904	0.46249566391507946
organic acid transport (GO:0015849)	SLCO2B1	0.43334921883721866	0.46474023998973807
regulation of transforming growth factor beta receptor signaling pathway (GO:0017015)	TGFBR2	0.43334921883721866	0.46474023998973807
positive regulation of translation (GO:0045727)	CCL5	0.43334921883721866	0.46474023998973807
regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032434)	CEBPA	0.43976642602899374	0.4699616559852099
positive regulation of cellular protein metabolic process (GO:0032270)	NFKBIA	0.43976642602899374	0.4699616559852099
intrinsic apoptotic signaling pathway (GO:0097193)	TNFRSF1B	0.43976642602899374	0.4699616559852099
positive regulation of vasculature development (GO:1904018)	RAMP2	0.43976642602899374	0.4699616559852099
regulation of insulin secretion (GO:0050796)	CCL5	0.4461115953405777	0.4763231985430618
activation of GTPase activity (GO:0090630)	ARHGAP45	0.4492574166783162	0.479260548196376
protein localization to nucleus (GO:0034504)	SYK	0.45238552836260576	0.48217386429517417
response to calcium ion (GO:0051592)	PLCG2	0.4554960292578489	0.48506331536756886
negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090101)	TGFBR2	0.4585890176972445	0.48792906878567477
lipid transport (GO:0006869)	SLCO2B1	0.4616645913733233	0.49077129065430336
regulation of protein kinase activity (GO:0045859)	PTPRC	0.46472284739722386	0.49359014587946615
regulation of Wnt signaling pathway (GO:0030111)	SHISA2	0.46776388246514156	0.4963857983502464
negative regulation of cell motility (GO:2000146)	CD74	0.4767846203819182	0.5041955828777428
positive regulation of cellular component organization (GO:0051130)	SYK	0.4767846203819182	0.5041955828777428
response to lipid (GO:0033993)	SLC11A1	0.4767846203819182	0.5041955828777428
histone modification (GO:0016570)	MIER3	0.4767846203819182	0.5041955828777428
cytosolic transport (GO:0016482)	SNX1	0.482714088760182	0.509135450699271
positive regulation of angiogenesis (GO:0045766)	RAMP2	0.482714088760182	0.509135450699271
sphingolipid metabolic process (GO:0006665)	HEXB	0.482714088760182	0.509135450699271
proteolysis (GO:0006508)	SRGN;CTSS	0.4839960769973466	0.5100444769746343
negative regulation of response to external stimulus (GO:0032102)	TNFAIP8L2	0.4885769477115959	0.5139795619773634
regulation of protein binding (GO:0043393)	B2M	0.4885769477115959	0.5139795619773634
negative regulation of nucleic acid-templated transcription (GO:1903507)	CEBPA;IRF1;IKZF1	0.4892289638008652	0.5142198805664505
potassium ion transport (GO:0006813)	KCNK6	0.5001057959342823	0.5249453720464967
regulation of cell cycle (GO:0051726)	PTPRC;IRF1	0.500298019322732	0.5249453720464967
protein targeting (GO:0006605)	NCF1	0.5085830392566799	0.5322584566013874
cellular response to oxidative stress (GO:0034599)	NCF1	0.5085830392566799	0.5322584566013874
regulation of protein secretion (GO:0050708)	CCL5	0.5085830392566799	0.5322584566013874
phosphatidylinositol biosynthetic process (GO:0006661)	PLCG2	0.5113770005783984	0.5347215148166887
MAPK cascade (GO:0000165)	CCL5;IL2RG	0.5127503594479838	0.5356961586659658
plasma membrane bounded cell projection organization (GO:0120036)	PLEK	0.5169177751495045	0.5395857085395516
protein glycosylation (GO:0006486)	B4GALT1	0.5223962692062553	0.5448359714917473
positive regulation of apoptotic process (GO:0043065)	GNA13;FAS	0.5249999513688688	0.5470814943878168
regulation of cell adhesion (GO:0030155)	CCL5	0.5304987502989232	0.5513916805332987
regulation of cell motility (GO:2000145)	SGK1	0.5304987502989232	0.5513916805332987
RNA metabolic process (GO:0016070)	RNASE4	0.5304987502989232	0.5513916805332987
regulation of cellular component organization (GO:0051128)	SGK1	0.5462971979179669	0.5663576415648265
potassium ion transmembrane transport (GO:0071805)	KCNK6	0.5462971979179669	0.5663576415648265
protein dephosphorylation (GO:0006470)	PTPRC	0.5462971979179669	0.5663576415648265
Ras protein signal transduction (GO:0007265)	GNA13	0.5539976699043424	0.57385082872344
negative regulation of cell migration (GO:0030336)	CD74	0.559059206185794	0.5786000650550331
regulation of mRNA stability (GO:0043488)	SLC11A1	0.5640638030811925	0.5832823312952025
positive regulation of cytosolic calcium ion concentration (GO:0007204)	CD52	0.5665449480095968	0.5853494186243833
regulation of cytosolic calcium ion concentration (GO:0051480)	CD52	0.56901209558936094	0.5873985408550035
cellular response to organic cyclic compound (GO:0071407)	CCL5	0.5739047114703305	0.5919458961129832
negative regulation of protein phosphorylation (GO:0001933)	PTPRC	0.5787422716582965	0.5964287926936944
dephosphorylation (GO:0016311)	PTPRC	0.5811405980438216	0.5983924393767595
positive regulation of NF-kappaB transcription factor activity (GO:0051092)	NFKBIA	0.5858967239735873	0.6027784939863856
regulation of signal transduction by p53 class mediator (GO:1901796)	SGK1	0.5882546745115712	0.6046919346799725
supramolecular fiber organization (GO:0097435)	TSPAN14;B2M	0.5925421773644762	0.6079543075704645
cellular response to starvation (GO:0009267)	FAS	0.5929307250110626	0.6079543075704645
organonitrogen compound biosynthetic process (GO:1901566)	HPGDS	0.5929307250110626	0.6079543075704645
protein autophosphorylation (GO:0046777)	HCK	0.5952489734210243	0.6098162478760537
negative regulation of cellular macromolecule biosynthetic process (GO:2000113)	CEBPA;IRF1;IKZF1	0.6007360992498233	0.6149187390297517
negative regulation of transcription, DNA-templated (GO:0045892)	CEBPA;MIER3;IRF1;IRF8;IKZF1	0.6255947348081503	0.6398247751112842
positive regulation of developmental process (GO:0051094)	TMEM119	0.6348090947518817	0.6481566366936792
glycerophospholipid biosynthetic process (GO:0046474)	PLCG2	0.6348090947518817	0.6481566366936792
positive regulation of cellular biosynthetic process (GO:0031328)	CCL5	0.6410191071706021	0.6539472236177402
negative regulation of cell differentiation (GO:0045596)	NFKBIA	0.6629067501471929	0.6751416062740707
negative regulation of Wnt signaling pathway (GO:0030178)	SHISA2	0.6629067501471929	0.6751416062740707
negative regulation of macromolecule metabolic process (GO:0010605)	HAVCR2	0.6686429924611381	0.6804129026385765
negative regulation of intracellular signal transduction (GO:1902532)	PLEK	0.6761410746001418	0.6874667207408477
endomembrane system organization (GO:0010256)	SRGN	0.677989165919199	0.688768909979839
regulation of macromolecule metabolic process (GO:0060255)	PTPRC	0.6798268039735822	0.6900583110567967
regulation of angiogenesis (GO:0045765)	RAMP2	0.685277582266412	0.6950100124239132
organelle assembly (GO:0070925)	EHD4;BIN2	0.6959574160277641	0.7052523397810564
regulation of cell growth (GO:0001558)	SGK1	0.7095228330912529	0.7183992655319275
cilium organization (GO:0044782)	EHD4	0.7272658640564125	0.735750632470404
protein deubiquitination (GO:0016579)	NFKBIA	0.7819438033169522	0.7904078078491091
protein modification by small protein removal (GO:0070646)	NFKBIA	0.7929300792225515	0.8008461865026436
plasma membrane bounded cell projection assembly (GO:0120031)	EHD4	0.7952959570645209	0.802567989922135
cilium assembly (GO:0060271)	EHD4	0.8335787102477656	0.8405021214624482
post-translational protein modification (GO:0043687)	PNPLA2	0.860797240691382	0.8672264317006951
cellular response to DNA damage stimulus (GO:0006974)	TNFRSF1B	0.8647533459201732	0.8704896865232921
gene expression (GO:0010467)	TSPAN14	0.8693538120955844	0.8743956320497428
negative regulation of transcription by RNA polymerase II (GO:0000122)	MIER3;IRF8	0.9026143385309366	0.907097522331587
cellular protein metabolic process (GO:0044267)	PNPLA2	0.9081598453168084	0.9119156759426016
regulation of nucleic acid-templated transcription (GO:1903506)	CEBPA	0.9148174306785554	0.9178416205320381
nervous system development (GO:0007399)	MERTK	0.9228066055058006	0.9250926664608108
regulation of cellular macromolecule biosynthetic process (GO:2000112)	CEBPA	0.9316569218968678	0.9331943095567636
regulation of transcription by RNA polymerase II (GO:0006357)	NFKBIA;CEBPA;AKNA;MIER3;SLC11A1;IRF1;IRF8;IKZF1	0.9402930562085928	0.9410682359746344
regulation of transcription, DNA-templated (GO:0006355)	CD86;CEBPA;CD74;NCF1;IRF1;IRF8;IKZF1	0.9756662574089014	0.9756662574089014
phosphatidylinositol phospholipase C activity (GO:0004435)	CCL5;PLCG2;PLD4	3.2596951610233536e-4	0.018154659026402353
phospholipase C activity (GO:0004629)	CCL5;PLCG2;PLD4	4.653027157625936e-4	0.018154659026402353
MHC class II protein binding (GO:0042289)	CD74;LAG3	4.6762864437566994e-4	0.018154659026402353
phospholipase activator activity (GO:0016004)	CCL8;CCL5	4.6762864437566994e-4	0.018154659026402353
phosphotyrosine residue binding (GO:0001784)	HCK;SYK;PLCG2	5.765130923639059e-4	0.018154659026402353
lipase activator activity (GO:0060229)	CCL8;CCL5	6.52263198553378e-4	0.018154659026402353
protein phosphorylated amino acid binding (GO:0045309)	HCK;SYK;PLCG2	9.249471790851068e-4	0.022066596986744694
immunoglobulin binding (GO:0019865)	FCER1G;FCGR2B	0.001683242577714899	0.03513768880979852
integrin binding (GO:0005178)	VCAM1;SYK;ICAM1;FERMT3	0.001993142334836438	0.03698386332418724
amyloid-beta binding (GO:0001540)	CD74;ITGB2;FCGR2B	0.0026781109781815046	0.044724453335631124
phosphatidylinositol-3,4-bisphosphate binding (GO:0043325)	NCF1;PLEK	0.00805195641224154	0.09779479962207399
death receptor activity (GO:0005035)	FAS;TNFRSF1B	0.00805195641224154	0.09779479962207399
tumor necrosis factor-activated receptor activity (GO:0005031)	FAS;TNFRSF1B	0.00805195641224154	0.09779479962207399
cytokine receptor activity (GO:0004896)	CD74;IL1R1;IL2RG	0.008198366435383448	0.09779479962207399
MHC protein binding (GO:0042287)	CD74;LAG3	0.01241436662066965	0.1296761635601026
protein homodimerization activity (GO:0042803)	TPST2;CEBPA;HPGDS;SNX1;FCER1G;SLC11A1;HEXB;CCL5;PLEK	0.012999170016174184	0.1296761635601026
phosphatidylinositol bisphosphate binding (GO:1902936)	GSDMD;NCF1;PLEK	0.013200567548034394	0.1296761635601026
CCR chemokine receptor binding (GO:0048020)	CCL8;CCL5	0.019484408486336	0.1807720120676729
non-membrane spanning protein tyrosine kinase activity (GO:0004715)	HCK;SYK	0.024575537517548953	0.1910255472468054
serine-type endopeptidase activity (GO:0004252)	C1QB;C1QA;CTSS;C1QC	0.025201056668268097	0.1910255472468054
chemokine activity (GO:0008009)	CCL8;CCL5	0.027862122543358334	0.1910255472468054
chemokine receptor binding (GO:0042379)	CCL8;CCL5	0.03131455034104185	0.1910255472468054
endoribonuclease activity, producing 3'-phosphomonoesters (GO:0016892)	RNASE4	0.03342867805356121	0.1910255472468054
transforming growth factor beta-activated receptor activity (GO:0005024)	TGFBR2	0.03342867805356121	0.1910255472468054
CD4 receptor binding (GO:0042609)	CD74	0.03342867805356121	0.1910255472468054
primary amine oxidase activity (GO:0008131)	VCAM1	0.03342867805356121	0.1910255472468054
manganese ion transmembrane transporter activity (GO:0005384)	SLC11A1	0.03342867805356121	0.1910255472468054
solute:proton antiporter activity (GO:0015299)	SLC11A1	0.03342867805356121	0.1910255472468054
serine-type peptidase activity (GO:0008236)	C1QB;C1QA;CTSS;C1QC	0.03626708909922258	0.1910255472468054
cation:cation antiporter activity (GO:0015491)	SLC11A1	0.038891428780786726	0.1910255472468054
phosphatidylinositol 3-kinase regulatory subunit binding (GO:0036312)	PIK3AP1	0.038891428780786726	0.1910255472468054
superoxide-generating NADPH oxidase activity (GO:0016175)	NCF1	0.038891428780786726	0.1910255472468054
beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase activity (GO:0003831)	B4GALT1	0.038891428780786726	0.1910255472468054
cardiolipin binding (GO:1901612)	GSDMD	0.038891428780786726	0.1910255472468054
type I transforming growth factor beta receptor binding (GO:0034713)	TGFBR2	0.044323578770219654	0.19298140873477718
transferrin receptor binding (GO:1990459)	SNX1	0.044323578770219654	0.19298140873477718
lipoprotein lipase activity (GO:0004465)	PNPLA2	0.044323578770219654	0.19298140873477718
transmembrane receptor protein kinase activity (GO:0019199)	MERTK;TGFBR2	0.04803822593505056	0.19298140873477718
UDP-glycosyltransferase activity (GO:0008194)	B4GALT1;HEXB	0.04943450279067478	0.19298140873477718
siRNA binding (GO:0035197)	TLR7	0.049725297661304714	0.19298140873477718
superoxide-generating NADPH oxidase activator activity (GO:0016176)	NCF1	0.049725297661304714	0.19298140873477718
Toll-like receptor binding (GO:0035325)	UNC93B1	0.049725297661304714	0.19298140873477718
protein tyrosine kinase activity (GO:0004713)	HCK;SYK;MERTK	0.050767049506957256	0.19298140873477718
transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding (GO:0003705)	CEBPA;IRF8	0.05084540110377363	0.19298140873477718
phosphatidylglycerol binding (GO:1901611)	GSDMD	0.055096754219821284	0.20002517292848163
galactosyltransferase activity (GO:0008378)	B4GALT1	0.055096754219821284	0.20002517292848163
phosphatidylinositol-4,5-bisphosphate 3-kinase activity (GO:0046934)	CD86;PIK3AP1	0.056631106432239356	0.20122116540816964
hexosaminidase activity (GO:0015929)	HEXB	0.06043811633234245	0.20828639954006595
phosphatidylinositol bisphosphate kinase activity (GO:0052813)	CD86;PIK3AP1	0.0611139735177439	0.20828639954006595
protein heterodimerization activity (GO:0046982)	SNX1;ITGAM;HEXB;ITGB2	0.06350746342456108	0.2111572118893446
protein tyrosine kinase activator activity (GO:0030296)	CCL5	0.06574955100746059	0.2111572118893446
oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor (GO:0050664)	NCF1	0.06574955100746059	0.2111572118893446
phosphatidylinositol 3-kinase activity (GO:0035004)	CD86;PIK3AP1	0.06884329539600655	0.21182525826885798
GTPase regulator activity (GO:0030695)	ARHGAP30;NCKAP1L;RIN2;ARHGAP45	0.07069858904291289	0.21182525826885798
protein kinase activity (GO:0004672)	HCK;CCL8;SYK;CCL5;SGK1;MERTK	0.07090171214083148	0.21182525826885798
platelet-derived growth factor receptor binding (GO:0005161)	IL1R1	0.07103122432967693	0.21182525826885798
transmembrane receptor protein serine/threonine kinase activity (GO:0004675)	TGFBR2	0.0762833015257954	0.2196432992208247
protein serine/threonine/tyrosine kinase activity (GO:0004712)	SGK1	0.0762833015257954	0.2196432992208247
transmembrane receptor protein tyrosine phosphatase activity (GO:0005001)	PTPRC	0.08150594689102497	0.22275057054709466
transmembrane receptor protein phosphatase activity (GO:0019198)	PTPRC	0.08150594689102497	0.22275057054709466
oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor (GO:0016641)	VCAM1	0.08150594689102497	0.22275057054709466
MHC class II protein complex binding (GO:0023026)	CD74	0.08669932386563564	0.22275057054709466
phosphatidic acid binding (GO:0070300)	GSDMD	0.08669932386563564	0.22275057054709466
